champion,about,text,impact
Galio,Stats,Base health increased to 562 from 550.,1.0
Galio,Stats,Health growth increased to 112 from 100.,1.0
Gangplank,Stats,Base attack damage increased to 64 from 56.,1.0
Gangplank,Stats,Base armor increased to 35 from 26.,1.0
Garen,Stats,Base attack damage increased to 66 from 57.88.,1.0
Garen,Stats,Base armor increased to 36 from 27.536.,1.0
Gnar,Stats,Base attack damage increased to 59 from 51.,1.0
Gnar,Stats,Base armor increased to 32 from 23.,1.0
Gnar,Stats,Mega Gnar Base attack damage increased to 65 from 57.,1.0
Gnar,Stats,Mega Gnar Base armor increased to 36 from 26.5.,1.0
Gragas,Stats,Base armor increased to 35.05 from 26.05.,1.0
Graves,Stats,Base attack damage increased to 69 from 60.83.,1.0
Graves,Stats,Base armor increased to 33 from 24.376.,1.0
Hecarim,Stats,Base attack damage increased to 66 from 58.,1.0
Hecarim,Stats,Base armor increased to 36 from 26.72.,1.0
Heimerdinger,Stats,Base health increased to 488 from 476.,1.0
Heimerdinger,Stats,Health growth increased to 87 from 75.,1.0
Illaoi,Stats,Base attack damage increased to 68 from 60.,1.0
Illaoi,Stats,Base armor increased to 35 from 26.,1.0
Irelia,Stats,Base attack damage increased to 70 from 61.544.,1.0
Irelia,Stats,Base armor increased to 34 from 25.3.,1.0
Ivern,Stats,Base armor increased to 27 from 22.,1.0
Ivern,Stats,Base health increased to 585 from 580.,1.0
Ivern,Stats,Health growth increased to 95 from 90.,1.0
Janna,Stats,Base armor increased to 28 from 19.384.,1.0
Jarvan IV,Stats,Base attack damage increased to 64 from 55.712.,1.0
Jarvan IV,Stats,Base armor increased to 38 from 29.,1.0
Jax,Stats,Base attack damage increased to 70 from 61.97.,1.0
Jax,Stats,Base armor increased to 36 from 27.04.,1.0
Jayce,Stats,Base attack damage increased to 58 from 50.78.,1.0
Jayce,Stats,Base armor increased to 27 from 22.38.,1.0
Jayce,Stats,Base health increased to 576 from 571.2.,1.0
Jayce,Stats,Health growth increased to 95 from 90.,1.0
Jhin,Stats,Base attack damage increased to 61 from 53.,1.0
Jhin,Stats,Base armor increased to 29 from 20.,1.0
Jinx,Stats,Base attack damage increased to 66 from 58.46.,1.0
Jinx,Stats,Base armor increased to 32 from 22.88.,1.0
Kalista,Stats,Base attack damage increased to 71 from 63.,1.0
Kalista,Stats,Base armor increased to 28 from 19.012.,1.0
Karma,Stats,Base health increased to 534 from 522.44.,1.0
Karma,Stats,Health growth increased to 95 from 83.,1.0
Karthus,Stats,Base health increased to 528 from 516.,1.0
Karthus,Stats,Health growth increased to 87 from 75.,1.0
Kassadin,Stats,Base health increased to 576 from 564.04.,1.0
Kassadin,Stats,Health growth increased to 90 from 78.,1.0
Katarina,Stats,Base health increased to 602 from 590.,1.0
Katarina,Stats,Health growth increased to 94 from 82.,1.0
Kayle,Stats,New: Now has +15% bonus attack speed at level 1.,1.0
Kayle,Stats,Base health increased to 586 from 574.24.,1.0
Kayle,Stats,Health growth increased to 105 from 93.,1.0
Kayn,Stats,Base attack damage increased to 68 from 60.,1.0
Kayn,Stats,Base armor increased to 38 from 29.,1.0
Kennen,Stats,Base armor increased to 29 from 24.3.,1.0
Kennen,Stats,Base health increased to 541 from 535.72.,1.0
Kennen,Stats,Health growth increased to 84 from 79.,1.0
Kha'Zix,Stats,Base attack damage increased to 63 from 55.21.,1.0
Kha'Zix,Stats,Base armor increased to 36 from 27.,1.0
Kindred,Stats,Base attack damage increased to 65 from 57.,1.0
Kindred,Stats,Base armor increased to 29 from 20.,1.0
Kled,Stats,Base attack damage increased to 63 from 55.,1.0
Kled,Stats,Base armor increased to 35 from 26.,1.0
Kog'Maw,Stats,Base attack damage increased to 65 from 57.46.,1.0
Kog'Maw,Stats,Base armor increased to 29 from 19.88.,1.0
LeBlanc,Stats,Base health increased to 528 from 516.,1.0
LeBlanc,Stats,Health growth increased to 92 from 80.,1.0
Lee Sin,Stats,Base attack damage increased to 69 from 61.176.,1.0
Lee Sin,Stats,Base armor increased to 33 from 24.216.,1.0
Leona,Stats,Base armor increased to 47 from 27.208.,1.0
Lissandra,Stats,Base health increased to 518 from 506.12.,1.0
Lissandra,Stats,Health growth increased to 87 from 75.,1.0
Lucian,Stats,Base attack damage increased to 65 from 57.46.,1.0
Lucian,Stats,Base armor increased to 33 from 24.04.,1.0
Lulu,Stats,Base armor increased to 28 from 19.216.,1.0
Lux,Stats,Base health increased to 490 from 477.72.,1.0
Lux,Stats,Health growth increased to 91 from 79.,1.0
Malphite,Stats,New: Now has +15% bonus attack speed at level 1.,1.0
Malphite,Stats,Base armor increased to 37 from 28.3.,1.0
Malzahar,Stats,Base health increased to 537 from 525.,1.0
Malzahar,Stats,Health growth increased to 87 from 75.,1.0
Maokai,Stats,New: Now has +15% bonus attack speed at level 1.,1.0
Maokai,Stats,Base armor increased to 39 from 30.,1.0
Master Yi,Stats,Base attack damage increased to 68 from 60.04.,1.0
Master Yi,Stats,Base armor increased to 33 from 24.04.,1.0
Miss Fortune,Stats,Base attack damage increased to 54 from 46.,1.0
Miss Fortune,Stats,Base armor increased to 33 from 24.04.,1.0
Mordekaiser,Stats,Base armor increased to 25 from 20.,1.0
Mordekaiser,Stats,Base health increased to 530 from 525.,1.0
Mordekaiser,Stats,Health growth increased to 78 from 73.,1.0
Morgana,Stats,Base health increased to 559 from 547.48.,1.0
Morgana,Stats,Health growth increased to 98 from 86.,1.0
Nami,Stats,Base armor increased to 29 from 19.72.,1.0
Nasus,Stats,Base attack damage increased to 67 from 59.18.,1.0
Nasus,Stats,Base armor increased to 34 from 24.88.,1.0
Nautilus,Stats,New: Now has +15% bonus attack speed at level 1.,1.0
Nautilus,Stats,Base armor increased to 35 from 26.46.,1.0
Nidalee,Stats,Base attack damage increased to 61 from 53.,1.0
Nidalee,Stats,Base armor increased to 28 from 22.88.,1.0
Nidalee,Stats,Base health increased to 545 from 540.,1.0
Nidalee,Stats,Health growth increased to 85 from 80.,1.0
Nocturne,Stats,Base attack damage increased to 67 from 59.208.,1.0
Nocturne,Stats,Base armor increased to 36 from 26.88.,1.0
Nunu & Willump,Stats,Base attack damage increased to 67 from 59.,1.0
Nunu & Willump,Stats,Base armor increased to 28 from 23.,1.0
Nunu & Willump,Stats,Base health increased to 540 from 535.,1.0
Nunu & Willump,Stats,Health growth increased to 90 from 85.,1.0
Olaf,Stats,Base attack damage increased to 68 from 59.98.,1.0
Olaf,Stats,Base armor increased to 35 from 26.04.,1.0
Orianna,Stats,Base health increased to 530 from 517.72.,1.0
Orianna,Stats,Health growth increased to 91 from 79.,1.0
Ornn,Stats,Base attack damage increased to 68 from 59.72.,1.0
Ornn,Stats,Base armor increased to 33 from 24.04.,1.0
Pantheon,Stats,Base damage increased to 64 from 55.572.,1.0
Pantheon,Stats,Base armor increased to 37 from 27.652.,1.0
Poppy,Stats,Base attack damage increased to 64 from 56.,1.0
Poppy,Stats,Base armor increased to 38 from 29.,1.0
Quinn,Stats,Base attack damage increased to 62 from 54.46.,1.0
Quinn,Stats,Base armor increased to 32 from 23.38.,1.0
Rakan,Stats,Base attack damage increased to 70 from 62.,1.0
Rakan,Stats,Base armor increased to 36 from 24.,1.0
Rammus,Stats,New: Now has +15% bonus attack speed at level 1.,1.0
Rammus,Stats,Base armor increased to 40 from 31.384.,1.0
Rek'Sai,Stats,Base attack damage increased to 66 from 57.5.,1.0
Rek'Sai,Stats,Base armor increased to 33 from 24.,1.0
Renekton,Stats,Base attack damage increased to 66 from 58.328.,1.0
Renekton,Stats,Base armor increased to 35 from 25.584.,1.0
Rengar,Stats,Base attack damage increased to 68 from 60.,1.0
Rengar,Stats,Base armor increased to 34 from 25.,1.0
Riven,Stats,Base attack damage increased to 64 from 56.04.,1.0
Riven,Stats,Base armor increased to 33 from 24.376.,1.0
Rumble,Stats,Base armor increased to 31 from 25.88.,1.0
Rumble,Stats,Base health increased to 589 from 584.4.,1.0
Rumble,Stats,Health growth increased to 85 from 80.,1.0
Ryze,Stats,Base health increased to 570 from 558.48.,1.0
Ryze,Stats,Health growth increased to 98 from 86.,1.0
Sejuani,Stats,Base attack damage increased to 64 from 56.,1.0
Sejuani,Stats,Base armor increased to 36 from 22.,1.0
Shaco,Stats,Base attack damage increased to 66 from 57.58.,1.0
Shaco,Stats,Base armor increased to 26 from 24.88.,1.0
Shaco,Stats,Base health increased to 587 from 582.12.,1.0
Shaco,Stats,Health growth increased to 89 from 84.,1.0
Shen,Stats,New: Now has +15% bonus attack speed at level 1.,1.0
Shen,Stats,Base armor increased to 34 from 25.,1.0
Shyvana,Stats,Base attack damage increased to 69 from 60.712.,1.0
Shyvana,Stats,Base armor increased to 38 from 29.,1.0
Singed,Stats,Base armor increased to 37 from 27.88.,1.0
Sion,Stats,Base attack damage increased to 68 from 59.72.,1.0
Sion,Stats,Base armor increased to 32 from 23.04.,1.0
Sivir,Stats,Base attack damage increased to 65 from 57.46.,1.0
Sivir,Stats,Base armor increased to 31 from 22.21.,1.0
Skarner,Stats,Base attack damage increased to 65 from 57.156.,1.0
Skarner,Stats,Base armor increased to 38 from 29.384.,1.0
Sona,Stats,Base armor increased to 30 from 20.544.,1.0
Soraka,Stats,Base armor increased to 32 from 23.384.,1.0
Swain,Stats,Base health increased to 528 from 516.04.,1.0
Swain,Stats,Health growth increased to 102 from 90.,1.0
Syndra,Stats,Base health increased to 523 from 511.04.,1.0
Syndra,Stats,Health growth increased to 90 from 78.,1.0
Tahm Kench,Stats,Base armor increased to 47 from 27.,1.0
Taliyah,Stats,Base health increased to 532 from 520.,1.0
Taliyah,Stats,Health growth increased to 87 from 75.,1.0
Talon,Stats,Base attack damage increased to 68 from 60.,1.0
Talon,Stats,Base armor increased to 32 from 26.88.,1.0
Talon,Stats,Base health increased to 588 from 583.,1.0
Talon,Stats,Health growth increased to 95 from 90.,1.0
Taric,Stats,Base armor increased to 45 from 25.,1.0
Teemo,Stats,Base attack damage increased to 58 from 49.54.,1.0
Teemo,Stats,Base health increased to 528 from 515.76.,1.0
Teemo,Stats,Health growth increased to 94 from 82.,1.0
Thresh,Stats,Base attack damage increased to 56 from 47.696.,1.0
Thresh,Stats,Base armor increased to 28 from 16.,1.0
Tristana,Stats,Base attack damage increased to 65 from 56.96.,1.0
Tristana,Stats,Base armor increased to 31 from 22.,1.0
Trundle,Stats,Base attack damage increased to 68 from 60.04.,1.0
Trundle,Stats,Base armor increased to 37 from 27.536.,1.0
Tryndamere,Stats,Base attack damage increased to 69 from 61.376.,1.0
Tryndamere,Stats,Base armor increased to 33 from 24.108.,1.0
Twisted Fate,Stats,Base health increased to 534 from 521.76.,1.0
Twisted Fate,Stats,Health growth increased to 94 from 82.,1.0
Twitch,Stats,Base attack damage increased to 63 from 55.46.,1.0
Twitch,Stats,Base armor increased to 32 from 23.04.,1.0
Udyr,Stats,Base attack damage increased to 66 from 58.286.,1.0
Udyr,Stats,Base armor increased to 34 from 25.47.,1.0
Urgot,Stats,Base attack damage increased to 63 from 55.,1.0
Urgot,Stats,Base armor increased to 39 from 30.,1.0
Varus,Stats,Base attack damage increased to 63 from 54.66.,1.0
Varus,Stats,Base armor increased to 32 from 23.212.,1.0
Vayne,Stats,Base attack damage increased to 64 from 55.88.,1.0
Vayne,Stats,Base armor increased to 28 from 19.012.,1.0
Veigar,Stats,Base health increased to 505 from 492.76.,1.0
Veigar,Stats,Health growth increased to 94 from 82.,1.0
Vel'Koz,Stats,Base health increased to 520 from 507.68.,1.0
Vel'Koz,Stats,Health growth increased to 88 from 76.,1.0
Vi,Stats,Base attack damage increased to 64 from 55.88.,1.0
Vi,Stats,Base armor increased to 35 from 25.88.,1.0
Viktor,Stats,Base health increased to 528 from 516.04.,1.0
Viktor,Stats,Health growth increased to 90 from 78.,1.0
Vladimir,Stats,Base health increased to 537 from 525.,1.0
Vladimir,Stats,Health growth increased to 96 from 84.,1.0
Volibear,Stats,Base attack damage increased to 65 from 57.544.,1.0
Volibear,Stats,Base armor increased to 35 from 26.38.,1.0
Warwick,Stats,Base attack damage increased to 66 from 58.,1.0
Warwick,Stats,Base armor increased to 33 from 24.04.,1.0
Wukong,Stats,Base attack damage increased to 68 from 59.876.,1.0
Wukong,Stats,Base armor increased to 34 from 24.88.,1.0
Xayah,Stats,Base attack damage increased to 64 from 56.,1.0
Xayah,Stats,Base armor increased to 33 from 24.,1.0
Xerath,Stats,Base health increased to 526 from 514.4.,1.0
Xerath,Stats,Health growth increased to 92 from 80.,1.0
Xin Zhao,Stats,Base attack damage increased to 66 from 57.544.,1.0
Xin Zhao,Stats,Base armor increased to 35 from 25.88.,1.0
Yasuo,Stats,New: Now has +4% bonus attack speed at level 1.,1.0
Yasuo,Stats,Base attack damage increased to 60 from 55.376.,1.0
Yasuo,Stats,Base armor increased to 30 from 24.712.,1.0
Yasuo,Stats,Base health increased to 523 from 517.76.,1.0
Yasuo,Stats,Health growth increased to 87 from 82.,1.0
Yorick,Stats,Base attack damage increased to 65 from 57.,1.0
Yorick,Stats,Base armor increased to 39 from 30.,1.0
Zac,Stats,New: Now has +15% bonus attack speed at level 1.,1.0
Zac,Stats,Base armor increased to 33 from 24.,1.0
Zed,Stats,Base attack damage increased to 63 from 54.712.,1.0
Zed,Stats,Base armor increased to 32 from 26.88.,1.0
Zed,Stats,Base health increased to 584 from 579.4.,1.0
Zed,Stats,Health growth increased to 85 from 80.,1.0
Ziggs,Stats,Base health increased to 536 from 524.4.,1.0
Ziggs,Stats,Health growth increased to 92 from 80.,1.0
Zilean,Stats,Base armor increased to 28 from 19.134.,1.0
Zyra,Stats,Base armor increased to 29 from 20.04.,1.0
Zyra,Stats,Base health increased to 504 from 499.32.,1.0
Zyra,Stats,Health growth increased to 79 from 74.,1.0
Diana,Moonsilver Blade,Bug Fix: No longer applies a stack of  Moonlight for 0.1 seconds after the third auto-attack.,0.0
Rumble,Scrap Shield,Bug Fix: No longer gains the bonus shield twice for using Scrap Shield while on  Danger Zone.,0.0
Ivern,Triggerseed,Base shield strength increased to 75 / 110 / 145 / 180 / 215 from 70 / 100 / 130 / 160 / 190.,1.0
Nunu & Willump,Stats,Base health increased to 590 from 540.,1.0
Ornn,Searing Charge,Charge base damage increased to 30 / 50 / 70 / 90 / 110 from 20 / 40 / 60 / 80 / 100.,1.0
Ornn,Searing Charge,Shockwave base damage increased to 50 / 90 / 130 / 170 / 210 from 40 / 80 / 120 / 160 / 200.,1.0
Sona,Stats,Base armor reduced to 28 from 30.,1.0
Sona,Stats,Base attack damage reduced to 46 from 50.04.,1.0
Sona,Aria of Perseverance,Base heal reduced to 30 / 50 / 70 / 90 / 110 from 35 / 55 / 75 / 95 / 115.,1.0
Sona,Aria of Perseverance,Base shield strength reduced to 25 / 50 / 75 / 100 / 125 from 30 / 55 / 80 / 105 / 130.,1.0
Azir,Conquering Sands,Base damage reduced to 70 / 95 / 120 / 145 / 170 from 70 / 100 / 130 / 160 / 190.,1.0
Azir,Arise!,Soldier damage reduced to 60 - 180 (based on level) from 60 - 185 (based on level).,1.0
Caitlyn,Pulsefire Caitlyn, Yordle Snap Trap,-2.0
Caitlyn,Pulsefire Caitlyn,Bug Fix: No longer get stuck with a blue overlay when an enemy is affected by Yordle Snap Trap.,0.0
Cho'Gath,Feast,Bug Fix: Stacks now correctly count spawned  Rift Heralds as epic monsters.,0.0
Draven,Primetime Draven,Bug Fix: No longer incorrectly plays classic VO lines.,0.0
Ekko,Z-Drive Resonance,"New Effect: Bonus damage is now doubled versus monsters, capped at a maximum of 600 damage.",1.0
Evelynn,Whiplash,New Effect: The percent health ratio now deals a minimum of 25 damage.,1.0
Galio,Colossal Smash,AP ratio increased to 70% AP from 40% AP.,1.0
Galio,Winds of War,Base damage on gusts reduced to 50 / 80 / 110 / 140 / 170 from 60 / 95 / 130 / 165 / 200.,1.0
Galio,Winds of War,AP ratio on gusts increased to 90% AP from 75% AP.,1.0
Galio,Winds of War,Tornado maximum health ratio changed to [1% per 33 AP of target's maximum health][3% per 100 AP of target's maximum health] from 2% of target's maximum health.,1.0
Galio,Shield of Durand,Damage reduction now splits into separate values for physical and magic damage.,1.0
Galio,Shield of Durand,New Effect: Magic damage reduction now scales at [1% per 20 AP][5% per 100 AP].,1.0
Galio,Shield of Durand,New Effect: Physical damage reduction now scales at [1% per 40 AP][2.5% per 100 AP].,1.0
Galio,Shield of Durand,Base physical damage reduction reduced to 10 / 12.5 / 15 / 17.5 / 20% from 20 / 25 / 30 / 35 / 40%.,1.0
Galio,Shield of Durand,Physical damage reduction MR ratio reduced to 4% per 100 bonus magic resistance from 8%.,1.0
Galio,Justice Punch,Base damage reduced to 100 / 130 / 160 / 190 / 220 from 100 / 140 / 180 / 220 / 260.,1.0
Galio,Justice Punch,AP ratio increased to 90% AP from 70% AP.,1.0
Gangplank,Parrrley,Gold plundered increased to 3 / 4 / 5 / 6 / 7 from 2 / 3 / 4 / 5 / 6.,1.0
Lulu,Whimsy,Bug Fix: All of her skins no longer get stuck with a blue overlay when Whimsy is used on them while they are in combat.,0.0
Miss Fortune,Star Guardian Miss Fortune,Bug Fix: No longer misses a light beam particle during her recall.,0.0
Nami,Tidecaller's Blessing,Bug Fix: Base skin and all her other skins properly play the correct SFX for auto-attacks empowered by Tidecaller's Blessing. The audio has actually been tweaked and made more apparent as well.,0.0
Rammus,Defensive Ball Curl,Bonus armor ratio increased to 50 / 60 / 70 / 80 / 90% from 50 / 55 / 60 / 65 / 70%.,1.0
Rammus,Defensive Ball Curl,Bonus magic resistance reduced to 10 from 20.,1.0
Rammus,Defensive Ball Curl,Bonus magic resistance ratio reduced to 25 / 30 / 35 / 40 / 45% from 50 / 55 / 60 / 65 / 70%.,1.0
Rengar,Headhunter Rengar, Thrill of the Hunt,-2.0
Rengar,Headhunter Rengar,"Bug Fix: No longer incorrectly plays classic ""Predator"" SFX when he activates the ability.",0.0
Sejuani,Stats,Base armor reduced to 22 from 27.,1.0
Sejuani,Stats,Armor growth reduced to 3 from 4.,1.0
Sejuani,Stats,Base magic resistance reduced to 27.1 from 32.1.,1.0
Sejuani,Stats,Magic resistance growth reduced to 0.75 from 1.25.,1.0
Sejuani,Fury of the North,Base resistances increased to 20 / 70 / 120 (based on level) from 20 / 60 / 100 (based on level).,1.0
Sejuani,Fury of the North,Time-out duration changed to 2 seconds at all levels from 1 / 2 / 3 (based on level).,1.0
Sejuani,Fury of the North,Combat timer changed to 12 seconds at all levels from 15 / 12 / 9 (based on level).,-1.0
Sejuani,Permafrost,New Effect: Tooltip now mentions Permafrost's displacement effect.,-2.0
Sejuani,Permafrost,Base damage reduced to 20 / 30 / 40 / 50 / 60 from 40 / 60 / 80 / 100 / 120.,1.0
Skarner,Battlecast Alpha Skarner,Bug Fix: No longer incorrectly plays classic VO lines in addition to the correct ones.,0.0
Thresh,Championship Thresh, Dark Passage,-2.0
Thresh,Championship Thresh,Bug Fix: Now properly plays the lantern-landing SFX when using Dark Passage.,0.0
