,champion,about,text,impact
14576,Ashe,Stats,Attack speed growth reduced to 3.333% from 4%.,1.0
14577,Ashe,Frost Shots - Repurposed Ability,"New Innate: Ashe's basic attacks and abilities apply Frost to enemies damaged, slowing them by 5 - 35 (based on level)% for 2 seconds. Ashe's basic attacks against frosted units always critically strike, dealing [10 +(X * (1 +Y))% AD bonus critical damage, where X is her critical strike chance and Y is her bonus critical strike damage (both in decimal format)][10% AD bonus critical damage, plus an additional 1% AD for every 1% of her critical strike chance that is modified by 1% for every 1% of her bonus critical strike damage]. Ashe cannot otherwise critically strike.",1.0
14579,Ashe,Frost Shots - Repurposed Ability,Frosted targets are distinct from Slowed targets - only Ashe's Frost Shot can trigger the bonus damage. Other slows don't trigger it.,1.0
14580,Ashe,Frost Shots - Repurposed Ability,"Ashe's empowered attacks (even the base 10% AD with no crit chance) are classified as critical strikes for gameplay purposes and will trigger effects such as  Frenzy and  Reinforced Armor.[2] As such, it is also not applied by  Runaan's Hurricane.",1.0
14581,Ashe,Frost Shots - Repurposed Ability,Here are examples on the behaviour of Frost Shot's bonus damage.[3] None of the following considers the 100% AD base damage from basic attacks.,1.0
14582,Ashe,Frost Shots - Repurposed Ability, Infinity Edge will deal 40% AD bonus damage (10+ (20 x  (1+0.5)).,1.0
14583,Ashe,Frost Shots - Repurposed Ability,Adding a  Phantom Dancer increases the aforementioned to 92.5% AD bonus damage (10+ (55 x  (1+0.5)).,1.0
14584,Ashe,Frost Shots - Repurposed Ability,"With 100% critical strike chance and  Infinity Edge's bonus critical damage, you will deal 160% AD bonus damage (10+ (100 x  (1+0.5)).",1.0
14585,Ashe,Frost Shots - Repurposed Ability,"Probable Bug: Critical strike damage from runes is stacking multiplicatively with Infinity Edge, rather than additively, for a maximum of 228.265% bonus damage (10+100 x 1.5 x 1.4551).",1.0
14586,Ashe,Ranger's Focus - New Ability,"Passive: Ashe gains a stack of  Focus for 4 seconds whenever she slows an enemy, stacking up to 5 times. Ashe will not generate stacks while Ranger's Focus is on cooldown.",-1.0
14587,Ashe,Ranger's Focus - New Ability,"Active: Ashe consumes all  Focus stacks to gain 20 / 25 / 30 / 35 / 40% bonus attack speed and increases  Frost Shot's slow strength [by 20%][to 25 - 55 (based on level)%] for 4 seconds. If Ashe consumes 5 stacks of  Focus on activation, Ranger's Focus will also cause each of Ashe's attacks to fire a flurry of five arrows, dealing [23 / 24 / 25 / 26 / 27% modified attack damage with each arrow][a total of 115 / 120 / 125 / 130 / 135% attack damage on each empowered attack]. The flurry will stack multiplicatively with  Frost Shots, will benefit from life steal and triggers on-attack effects five times, but on-hit effects are only applied once.",1.0
14589,Ashe,Ranger's Focus - New Ability,Cooldown: 18 seconds,-1.0
14591,Ashe,Ranger's Focus - New Ability,"The multi-attack effect is similar to  Lightslinger and  Double Strike, except that on-hit effects aren't applied by the extra attacks.",1.0
14593,Ashe,Ranger's Focus - New Ability,"On-hit effects are disabled on the latter four attacks and will not be triggered even by Runaan's minor bolts. As such, the item's 10 on-hit damage is only applied by the first attack.",1.0
14594,Ashe,Ranger's Focus - New Ability,Runaan's splash damage is affected by the damage modifier - dealing [10 (+57.5 / 60 / 62.5 / 65 / 67.5 AD) damage per flurry][11.5 / 12 / 12.5 / 13 / 13.5% AD damage per arrow (+ 10 on the first)] to secondary targets.,1.0
14595,Ashe,Ranger's Focus - New Ability,"As with  Headshot, attacks against structures will refresh the timer on Focus but will not generate new stacks.",1.0
14596,Ashe,Ranger's Focus - New Ability,The multi-attack effect will work on structures - i.e. you will plink towers faster than  Jinx.,1.0
14597,Ashe,Volley,Arrows increased to 9 from 7. Radius is unaffected.,1.0
14598,Ashe,Volley,Cost reduced to 50 mana from 60.,-1.0
14599,Ashe,Volley,Cooldown reduced to 12 / 10 / 8 / 6 / 4 seconds from 16 / 13 / 10 / 7 / 4.,-1.0
14600,Ashe,Volley,"New Effect: Targets can now intercept multiple arrows, but will take no damage from arrows beyond the first. Arrows beyond the first will still generate Focus.",1.0
14601,Ashe,Hawkshot,Passive gold generation removed.,1.0
14602,Ashe,Hawkshot,Range increased to Global from 2500 / 3250 / 4000 / 4750 / 5500.,1.0
14603,Ashe,Hawkshot,"New Effect: Now works with a stock system, able to hold up to two charges.",1.0
14604,Ashe,Hawkshot,Static cooldown implemented at 5 seconds.,-1.0
14605,Ashe,Hawkshot,Recharge time increased to 90 / 80 / 70 / 60 / 50 versus the current 60 / 55 / 50 / 45 / 40 cooldown.,-1.0
14606,Ashe,Enchanted Crystal Arrow,"No longer innately slows, but will apply  Frost Shots' slow.",1.0
14607,Ashe,Enchanted Crystal Arrow,Slow percentage effectively reduced to 5 - 35 (based on level) (+20% during Ranger's Focus)% from 50%.,1.0
14608,Ashe,Enchanted Crystal Arrow,Slow duration effectively reduced to 2 from 3.,1.0
14609,Azir,Arise!,Range indicator now shows the soldier's attack range at the end of the skill shot reticle.,1.0
14610,Bard,Caretaker's Shrine,Fixed a bug introduced in V5.8 that prevented Shrines from being self-cast.,0.0
14612,Hecarim,Rampage,Damage penalty against neutral monsters removed.,1.0
14613,Hecarim,Rampage,Mana cost increased to 32 / 34 / 36 / 38 / 40 from 20 / 23 / 26 / 29 / 32.,-1.0
14614,Kalista,Martial Poise,The dash range is no longer increased when moving away from the target.,1.0
14615,Morgana,Tormented Soil,Base damage per second reduced to 16 / 32 / 48 / 64 / 80 from 24 / 38 / 52 / 66 / 80.,1.0
14616,Morgana,Tormented Soil,Max. base damage per second reduced to 24 / 46 / 72 / 96 / 120 to 36 / 57 / 78 / 99 / 120,1.0
14617,Nasus,Fury of the Sands,Fixed a bug where the health gained did not always happen instantly.,0.0
14618,Nocturne,Unspeakable Horror,Base damage increased to 80 / 125 / 170 / 215 / 260 from 50 / 100 / 150 / 200 / 250.,1.0
14619,Nocturne,Unspeakable Horror,Fixed a bug where the bonus movement speed wasn't triggering on fears other than Nocturne's.,0.0
14620,Olaf,Ragnarok,New Effect: Active now grants Olaf a 50 / 60 / 70% movement speed bonus when moving towards enemies for 1 second.,1.0
14621,Rammus,Powerball,Fixed a bug where  Dash would send Rammus into space if dash paths him over a unit.,0.0
14622,Renekton,Ruthless Predator,Now grants 50 bonus attack range.,1.0
14623,Renekton,Ruthless Predator,"Cast time reduced to 0.5 seconds from 0.75. The ""self-stun"" duration.",-1.0
14624,Renekton,Dominus,Fixed a bug where the health gained did not always happen instantly.,0.0
14625,Riven,Stats,Movement speed reduced to 340 from 345.,1.0
14626,Riven,Wind Slash,Missile speed reduced to 1600 from 2200.,1.0
14627,Ryze,Spell Flux,Fixed a bug where the secondary effect was classified as a single-target ability (and was triggering things like Muramana). The initial spell continues to be classified as a single-target abilities.,0.0
14629,Ryze,Desperate Power,Fixed a bug where casting a spell at the end of Desperate Power's duration would cause that spell to not go on cooldown.,0.0
14630,Tristana,Explosive Shot,Now uses Tristana's basic attack cast time. (This means the spell's cast animation is reduced with your attack speed).,1.0
14631,Tristana,Explosive Shot,Active's damage increase per basic attack increased to 30% from 25%.,1.0
14632,Tristana,Explosive Shot,Max. damage increased to 132 / 154 / 176 / 198 / 220 / (+110 / 145 / 176 / 209 / 242% bonus AD) (+110% AP) from 120 / 140 / 160 / 180 / 200 (+100 / 130 / 160 / 190 / 220% bonus AD) (+100% AP).,1.0
14633,Trundle,Pillar of Ice,Slow percentage increased to 30 / 35 / 40 / 45 / 50% from 25 / 30 / 35 / 40 / 45%.,1.0
14634,Trundle,Pillar of Ice,Knockback distance increased to 225 from 150.,1.0
14636,Xin Zhao,Crescent Sweep,Enemies are now stunned for 0.75 seconds upon landing.,1.0
14637,Zed,Death Mark,There is now a 1-second cooldown before Death Mark can be reactivated.,-1.0
14638,Ahri,Charm,Fixed a bug where Charm was interrupting unstoppable effects.,0.0
14639,Bard,Traveler's Call,Ancient Chimes no longer spawn in the enemy team's jungle before the 5 minutes mark.,1.0
14640,Bard,Traveler's Call,'New Effect: Ancient Chimes experience increases by 1 per minute after the 5 minutes mark.,1.0
14642,Blitzcrank,Overdrive,Movement speed decay over the duration reduced.,1.0
14643,Blitzcrank,Overdrive,New Effect: Movement speed bonus cannot drop below 10%.,1.0
14646,Dr. Mundo,Infected Cleaver,Health restoration increased to the full health cost on-kill.,1.0
14648,Graves,Buckshot,Base damage reduced to 60 / 90 / 120 / 150 / 180 from 60 / 95 / 130 / 165 / 200.,1.0
14649,Graves,Buckshot,Attack damage ratio reduced to (+75% bonus AD) from (+80% bonus AD).,1.0
14650,Graves,Buckshot,Damage from bullets beyond the first increased to 50% from 40%.,1.0
14651,Graves,Buckshot,Maximum damage increased to 120 / 180 / 240 / 300 / 360 (+150% bonus AD) from 108 / 171 / 234 / 297 / 360 (+144% bonus AD).,1.0
14652,Jinx,Super Mega Death Rocket!,Minimum damage reduced to 25 / 35 / 45 (+10% Bonus AD) from 125 / 175 / 225 (+50% Bonus AD).,1.0
14653,Jinx,Super Mega Death Rocket!,"Damage now ramps up more quickly, with the maximum damage and time to reach maximum unchanged.",1.0
14654,Kha'Zix,Void Spike,Base heal increased to 60 / 85 / 110 / 135 / 160 from 40 / 70 / 100 / 130 / 160.,1.0
14655,Mordekaiser,Creeping Death,New Effect: Ally-casting has no cast time.,-1.0
14656,Mordekaiser,Creeping Death,New Effect: Self-casting the ability now grants Creeping Death to the nearest ally champion.,1.0
14657,Nunu & Willump,Stats,Health Growth reduced to 90 from 96.,1.0
14658,Nunu & Willump,Blood Boil,New Effect: Self-casting the ability now grants Blood Boil to the nearest ally champion.,1.0
14660,Ryze,Stats,Base mana regen reduced to 5 from 6.,1.0
14661,Ryze,Stats,Mana regen growth increased to 1 from 0.8.,1.0
14662,Ryze,Stats,Armor growth reduced to 3.0 from 3.9.,1.0
14663,Ryze,Arcane Mastery,"Reworked Innate: Ryze's spells grants a stack of Arcane Mastery for 12 seconds. At 5 stacks, Ryze becomes supercharged for 3 (+1 per  Desperate Power's ranks) seconds, gaining a shield that blocks 25 - 110 (based on level) (+8% of his max. mana) damage, and causing his spellcasts to reduce his other spells' cooldowns by  Overload's cooldown (4 - 2.4), to a minimum of 0.25 seconds.",-1.0
14664,Ryze,Overload,No longer passively grants 2 / 4 / 6 / 8 / 10% cooldown reduction.,1.0
14666,Ryze,Overload,Range increased to 900 from 625.,1.0
14667,Ryze,Overload,Base damage increased to 65 / 90 / 115 / 140 / 165 from 55 / 75 / 95 / 115 / 135.,1.0
14668,Ryze,Overload,Ability power ratio increased to (+55% AP) from (+40% AP).,1.0
14669,Ryze,Overload,Mana ratio reduced to (+2 / 2.5 / 3 / 3.5 / 4% of max. mana) from (+6.5% of max. mana) at all ranks.,1.0
14670,Ryze,Overload,Mana cost reduced to 30 / 35 / 40 / 45 / 50 from 60 at all ranks.,-1.0
14671,Ryze,Overload,Cooldown increased to 4 seconds from 3.5.,-1.0
14672,Ryze,Rune Prison,Base damage reduced to 65 / 95 / 125 / 155 / 185 from 60 / 95 / 130 / 165 / 200.,1.0
14673,Ryze,Rune Prison,AP ratio reduced to (+40% AP) from (+60% AP).,1.0
14674,Ryze,Rune Prison,Mana ratio reduced to (+2.5% of max. mana) from (+4.5% of max. mana).,1.0
14675,Ryze,Spell Flux,"Reworked Active: Ryze unleashes an orb of energy at the target enemy, dealing magic damage and reducing their magic resistance for 5 seconds (stacking up to 3 times). After striking the target, the orb splits to damage and shred up to 6 nearby enemies before returning to the original target - dealing [50%][25 / 33 / 41 / 49 / 57 (+15% AP) (+1% max. mana)] bonus damage and further reducing their magic resistance per bolt that returns.",1.0
14676,Ryze,Spell Flux,Base damage reduced to 50 / 66 / 82 / 98 / 114 from 50 / 70 / 90 / 110 / 130.,1.0
14677,Ryze,Spell Flux,Ability power ratio reduced to (+30% AP) from (+35% AP).,1.0
14678,Ryze,Spell Flux,Mana ratio increased to (+2% of max. mana) from (+1% of max. mana).,1.0
14679,Ryze,Spell Flux,Max. damage to the original target increased to 200 / 272 / 328 / 392 / 456 (+120% AP) (+8% maximum mana) from 150 / 210 / 270 / 330 / 390 (+105% AP) (+3% maximum mana).,1.0
14680,Ryze,Spell Flux,Magic resist reduction changed to 8 / 9 / 10 / 11 / 12% from 12 / 15 / 18 / 21 / 24.,1.0
14681,Ryze,Spell Flux,New Effect: Magic resist reduction now stacks up to 3 times.,1.0
14682,Ryze,Spell Flux,Projectile's speed increased to 1400 from 1000.,1.0
14683,Ryze,Spell Flux,Cooldown reduced to 7 seconds from 14.,-1.0
14684,Ryze,Desperate Power,"New Effect: Now passively grants 10 / 20 / 30% cooldown reduction, and increases  Arcane Mastery's duration by 1 / 2 / 3 seconds.",1.0
14685,Ryze,Desperate Power,Duration reduced to 4 / 5 / 6 seconds from 5 / 6 / 7.,1.0
14686,Ryze,Desperate Power,Cooldown changed to 80 / 60 / 40 seconds from 70 / 60 / 50.,-1.0
14687,Shen,Stand United,New Effect: Now places Shen between his target and the closest visible enemy champion.,1.0
14688,Sion,Soul Furnace,Shield's health ratio reduced to (+6 / 7 / 8 / 9 / 10% of max. health) from (+10% of max. health) at all ranks.,1.0
14689,Sion,Soul Furnace,Secondary cast cooldown increased to 3 seconds from 2.,-1.0
14690,Twitch,Rat-Ta-Tat-Tat,Fixed a bug that didn't allow Twitch to damage structures while Rat-Ta-Tat-Tat was active.,0.0
14691,Warwick,Blood Scent,Fixed a bug where it could take Warwick up to 2 seconds to detect low-health enemies with Blood Scent.,0.0
14692,Xerath,Rite of the Arcane,Fixed a bug where Xerath could accidentally fire his first Arcane Barrage on top of himself if he presses R too fast.,0.0
14693,Yasuo,Way of the Wanderer,Flow capacity increased to 100 - 510 (based on level) from 60 - 470 (based on level).,1.0
14694,Yasuo,Way of the Wanderer,Flow generation reduced at early ranks to per 59 / 52 / 46 (based on level) units travelled from 46 at all levels.,1.0
14695,Bard,Stats,Base attack damage increased to 52 from 46.,1.0
14696,Bard,Stats,Base armor increased to 25 from 21.,1.0
14697,Bard,Traveler's Call,Ancient Chimes: mana restoration changed to (12% max mana) from 15 (+8% of missing mana).,1.0
14698,Bard,Traveler's Call,Meeps: spawn time reduced to 10 / 9 / 8 / 7 / 6 seconds from 12 / 11 / 10 / 9 / 8,-1.0
14699,Bard,Cosmic Binding,Base magic damage increased to 80 / 125 / 170 / 215 / 260 from 80 / 120 / 160 / 200 / 240.,1.0
14700,Blitzcrank,Overdrive,Duration reduced to 5 seconds from 8.,1.0
14701,Blitzcrank,Overdrive,Bonus movement speed increased to 70 / 75 / 80 / 85 / 90% from 16 / 20 / 24 / 28 / 32%.,1.0
14702,Blitzcrank,Overdrive,Movement speed now decays over the duration.,1.0
14703,Blitzcrank,Overdrive,"New Effect: When Overdrive ends, Blitzcrank is slowed by 30% for 1.5 seconds.",1.0
14704,Blitzcrank,Overdrive,"Trivia: The addition of the self-slow is actually a revert to original form of the ability, with the slow originally being removed in V1.0.0.106.",1.0
14705,Darius,Noxian Guillotine,New Effect: Noxian Guillotine will refund 25 / 50 / 100 mana on-kill.,1.0
14706,Darius,Noxian Guillotine,"New Effect: At maximum rank, Noxian Guillotine's cooldown of is fully reset on kill.",-1.0
14707,Evelynn,Hate Spike,Base magic damage increased to 40 / 55 / 70 / 85 / 100 from 30 / 45 / 60 / 75 / 90.,1.0
14708,Fizz,Seastone Trident,Passive damage scaling added: (+4 / 5 / 6 / 7 / 8% target's missing health).,1.0
14709,Fizz,Seastone Trident,Active damage scaling changed to (+25% AP) from (+4 / 5 / 6 / 7 / 8% target's missing health).,1.0
14710,Fizz,Seastone Trident,"Fixed an error in the tooltip. Actual duration is 6 seconds, not 5.",0.0
14711,Garen,Demacian Justice,Cooldown reduced to 120 / 100 / 80 seconds from 160 / 120 / 80.,-1.0
14712,Hecarim,Stats,Base health regen reduced to 7 from 9.25.,1.0
14713,Hecarim,Stats,Base mana regen reduced to 6.5 from 7.5.,1.0
14714,Kassadin,Riftwalk,Empowerment stack duration reduced to 15 seconds from 20.,1.0
14717,Maokai,Sap Magic,Healing changed to 5 / 6 / 7 (based on level)% of maximum health from 7% at all levels.,1.0
14718,Nidalee,Stats,Base health reduced to 511 from 541.,1.0
14719,Nidalee,Stats,Health growth reduced to 80 from 90.,1.0
14721,Rek'Sai,Queen's Wrath,AD Ratio per strike reduced to (+20% Bonus AD) from (+30% Bonus AD).,1.0
14722,Rek'Sai,Queen's Wrath,Total AD ratio reduced to (+60% Bonus AD) from (+90% Bonus AD).,1.0
14723,Rek'Sai,Tunnel,Per-tunnel cooldown reduced to 10 / 9 / 8 / 7 / 6 seconds from 10 at all ranks.,-1.0
14724,Rek'Sai,Tunnel,"Fixed an error in the tooltip. Actual duration is 10 seconds, not 12.",0.0
14725,Shen,Stand United,Cooldown reduced to 180 / 150 / 120 seconds from 200 / 180 / 160.,-1.0
14726,Singed,Fling,Fixed a bug where the 300 damage cap to monsters was being applied improperly.,0.0
14728,Tristana,Rapid Fire,Tristana's basic attacks during Rapid Fire reduce the cooldown of  Explosive Charge by 0.5 seconds (1 second against champions).,-1.0
14729,Tristana,Explosive Charge,Cooldown increased to 16 / 15.5 / 15 / 14.5 / 14 seconds from 16 / 15 / 14 / 13 / 12.,-1.0
14730,Aatrox,Massacre,New Effect: Each enemy hit fills Blood Well by 20%,1.0
14731,Amumu,Despair,Fixed a bug where Despair would not toggle off when Amumu ran out of mana.,0.0
14732,Annie,Summon Tibbers,Passive AoE's magic damage changed to 20 / 30 / 40 from 35 at all ranks.,1.0
